ws,year,mo,precip,Ca,Mg,K,Na,Al,NH4,pH,SO4,NO3,Cl,PO4,SiO2
8,1997,11,192.9,0.03,0.01,0.02,0.08,-3.000,0.126,4.58,0.81,1.112,0.16,0.0040,-3.0
8,1997,12,88.1,0.03,0.01,0.02,0.08,-3.000,0.127,4.47,0.99,1.611,0.15,0.0030,-3.0
8,1998,1,170.1,0.02,0.01,0.01,0.06,-3.000,0.053,4.71,0.62,0.853,0.12,0.0020,-3.0
8,1998,2,73.0,0.06,0.01,0.01,0.04,-3.000,0.042,4.63,0.71,0.892,0.06,0.0030,-3.0
8,1998,3,140.6,0.05,0.02,0.02,0.06,-3.000,0.100,4.50,0.79,1.410,0.12,0.0010,-3.0
8,1998,4,56.9,0.21,0.03,0.05,0.10,-3.000,0.409,4.35,2.04,2.122,0.19,0.0090,-3.0
8,1998,5,100.7,0.13,0.04,0.18,0.12,-3.000,0.527,4.51,1.87,1.366,0.29,0.0330,-3.0
8,1998,6,338.2,0.04,0.01,0.01,0.02,-3.000,0.104,4.56,1.00,0.807,0.05,0.0020,-3.0
8,1998,7,150.2,0.06,0.01,0.02,0.01,-3.000,0.163,4.42,1.54,0.896,0.03,0.0040,-3.0
8,1998,8,103.4,0.08,0.02,0.03,0.03,-3.000,0.271,4.29,2.15,1.428,0.07,0.0060,-3.0
8,1998,9,82.3,0.17,0.03,0.08,0.04,-3.000,0.522,4.17,3.27,1.853,0.10,0.0560,-3.0
8,1998,10,128.1,0.03,0.01,0.02,0.03,-3.000,0.157,4.33,1.52,1.409,0.08,0.0030,-3.0
8,1998,11,136.3,0.07,0.02,0.05,0.08,-3.000,0.258,4.36,1.48,1.874,0.17,0.0050,-3.0
8,1998,12,71.3,0.09,0.02,0.05,0.06,-3.000,0.195,4.31,1.35,2.094,0.15,0.0040,-3.0
8,1999,1,206.1,0.07,0.01,0.01,0.05,-3.000,0.035,4.55,0.59,1.178,0.10,0.0020,-3.0
8,1999,2,77.3,0.09,0.02,0.02,0.15,-3.000,0.242,4.31,1.81,1.815,0.25,0.0050,-3.0
8,1999,3,168.7,0.10,0.06,0.03,0.39,-3.000,0.077,4.70,0.98,0.724,0.71,0.0040,-3.0
8,1999,4,19.3,0.81,0.11,0.07,0.12,-3.000,1.107,4.04,4.71,5.432,0.19,0.0590,-3.0
8,1999,5,139.7,0.06,0.01,0.05,0.05,-3.000,0.112,4.71,0.82,0.601,0.10,0.0110,-3.0
8,1999,6,73.3,0.15,0.03,0.12,0.06,-3.000,0.349,4.36,2.02,1.668,0.13,0.0260,-3.0
8,1999,7,131.9,0.07,0.01,0.05,0.03,-3.000,0.256,4.48,1.48,1.040,0.06,0.0160,-3.0
8,1999,8,85.5,0.12,0.03,0.06,0.07,-3.000,0.576,4.05,3.73,2.364,0.18,0.0220,-3.0
8,1999,9,313.1,0.04,0.01,0.01,0.04,-3.000,0.085,4.79,0.68,0.471,0.07,0.0040,-3.0
8,1999,10,79.5,0.06,0.03,0.17,0.10,-3.000,0.089,4.58,1.00,0.927,0.18,0.0110,-3.0
8,1999,11,121.5,0.16,0.06,0.03,0.29,-3.000,0.412,4.31,2.00,2.075,0.50,0.0050,-3.0
8,1999,12,70.8,0.12,0.03,0.02,0.21,-3.000,0.171,4.23,1.70,1.913,0.40,0.0030,-3.0
8,2000,1,119.6,0.13,0.03,0.02,0.15,-3.000,0.263,4.26,1.57,2.067,0.29,0.0050,-3.0
8,2000,2,99.2,0.06,0.01,0.01,0.05,-3.000,0.206,4.38,1.18,1.386,0.14,0.0050,-3.0
8,2000,3,113.4,0.16,0.03,0.02,0.08,-3.000,0.381,4.21,2.12,2.045,0.16,0.0080,-3.0
8,2000,4,243.7,0.15,0.03,0.04,0.12,-3.000,0.201,4.42,1.48,1.231,0.24,0.0050,-3.0
8,2000,5,138.2,0.16,0.03,0.13,0.06,-3.000,0.613,4.26,2.56,1.692,0.12,0.0160,-3.0
8,2000,6,86.3,0.10,0.04,0.11,0.15,-3.000,0.385,4.29,2.32,1.498,0.27,0.0090,-3.0
8,2000,7,108.1,0.04,0.01,0.04,0.06,-3.000,0.088,4.54,0.91,0.908,0.13,0.0040,-3.0
8,2000,8,104.0,0.04,0.01,0.03,0.02,-3.000,0.295,4.35,2.01,1.360,0.05,0.0030,-3.0
8,2000,9,95.8,0.02,0.01,0.01,0.02,-3.000,0.124,4.47,1.35,0.950,0.05,0.0010,-3.0
8,2000,10,79.6,0.03,0.01,0.05,0.01,-3.000,0.172,4.47,1.32,1.016,0.05,0.0040,-3.0
8,2000,11,112.0,0.03,0.01,0.01,0.03,-3.000,0.169,4.43,0.98,1.760,0.08,0.0020,-3.0
8,2000,12,152.2,0.02,0.01,0.01,0.06,-3.000,0.054,4.75,0.53,0.711,0.15,0.0020,-3.0
8,2001,1,51.4,0.02,0.01,0.01,0.08,-3.000,0.173,4.33,1.17,2.421,0.18,0.0030,-3.0
8,2001,2,117.2,0.07,0.01,0.02,0.05,-3.000,0.173,4.43,1.15,1.913,0.12,0.0040,-3.0
8,2001,3,129.9,0.05,0.01,0.01,0.07,-3.000,0.069,4.64,0.58,1.197,0.11,0.0030,-3.0
8,2001,4,56.3,0.32,0.04,0.05,0.10,-3.000,0.470,4.25,3.21,2.168,0.17,0.0080,-3.0
8,2001,5,65.8,0.08,0.02,0.04,0.05,-3.000,0.259,4.47,1.44,1.182,0.12,0.0070,-3.0
8,2001,6,120.3,0.03,0.01,0.04,0.03,-3.000,0.126,4.54,1.05,0.925,0.07,0.0070,-3.0
8,2001,7,112.2,0.08,0.01,0.03,0.02,-3.000,0.204,4.50,1.52,0.960,0.05,0.0110,-3.0
8,2001,8,39.3,0.20,0.03,0.04,0.04,-3.000,0.330,4.19,3.13,2.015,0.09,0.0070,-3.0
8,2001,9,152.1,0.02,0.02,0.02,0.10,-3.000,0.128,4.61,0.99,0.771,0.18,0.0210,-3.0
8,2001,10,63.3,0.13,0.03,0.06,0.13,-3.000,0.336,4.29,2.12,1.936,0.20,0.0080,-3.0
8,2001,11,88.7,0.14,0.04,0.03,0.20,-3.000,0.349,4.27,2.00,2.527,0.37,0.0040,-3.0
8,2001,12,81.5,0.05,0.01,0.02,0.07,-3.000,0.150,4.42,1.17,1.687,0.13,0.0010,-3.0
8,2002,1,100.0,0.09,0.01,0.01,0.07,-3.000,0.203,4.48,0.89,1.948,0.13,0.0010,-3.0
8,2002,2,78.4,0.06,0.02,0.02,0.12,-3.000,0.181,4.50,1.23,1.305,0.19,0.0020,-3.0
8,2002,3,147.9,0.12,0.03,0.03,0.18,-3.000,0.232,4.54,1.30,1.429,0.29,0.0050,-3.0
8,2002,4,162.0,0.13,0.03,0.03,0.07,-3.000,0.296,4.45,1.66,1.601,0.12,0.0070,-3.0
8,2002,5,139.2,0.09,0.02,0.11,0.04,-3.000,0.259,4.57,1.30,1.090,0.07,0.0110,-3.0
8,2002,6,122.5,0.10,0.02,0.06,0.02,-3.000,0.369,4.31,2.48,1.668,0.07,0.0130,-3.0
8,2002,7,56.5,0.55,0.08,0.13,0.09,-3.000,0.196,4.33,2.77,2.155,0.13,0.0120,-3.0
8,2002,8,50.0,0.12,0.04,0.05,0.17,-3.000,0.050,4.47,1.28,1.000,0.33,0.0080,-3.0
8,2002,9,127.5,0.03,0.01,0.04,0.02,-3.000,0.105,4.69,0.79,0.434,0.05,0.0070,-3.0
8,2002,10,110.5,0.08,0.02,0.18,0.15,-3.000,0.233,4.35,1.63,1.450,0.28,0.0280,-3.0
8,2002,11,154.2,0.04,0.01,0.07,0.03,-3.000,0.143,4.62,0.78,1.127,0.08,0.0040,-3.0
8,2002,12,104.2,0.05,0.01,0.03,0.03,-3.000,0.076,4.85,0.44,0.615,0.06,0.0030,-3.0
8,2003,1,52.8,0.03,0.01,0.11,0.12,-3.000,0.084,4.55,0.66,1.401,0.22,0.0050,-3.0
8,2003,2,60.7,0.07,0.01,0.02,0.13,-3.000,0.139,4.57,0.86,1.317,0.21,0.0050,-3.0
8,2003,3,97.5,0.08,0.03,0.04,0.18,-3.000,0.209,4.40,1.51,1.500,0.33,0.0040,-3.0
8,2003,4,80.0,0.09,0.02,0.01,0.04,-3.000,0.200,4.47,1.29,1.289,0.09,0.0040,-3.0
8,2003,5,151.6,0.09,0.01,0.04,0.03,-3.000,0.234,4.48,1.52,1.005,0.06,0.0090,-3.0
8,2003,6,66.2,0.08,0.02,0.11,0.02,-3.000,0.191,4.46,1.70,1.002,0.05,0.0210,-3.0
8,2003,7,119.4,0.06,0.01,0.02,0.02,-3.000,0.257,4.39,1.92,1.169,0.05,0.0030,-3.0
8,2003,8,249.1,0.04,0.01,0.02,0.02,-3.000,0.148,4.60,1.12,0.659,0.05,0.0040,-3.0
8,2003,9,201.4,0.03,0.02,0.05,0.16,-3.000,0.199,4.53,1.42,0.698,0.27,0.0810,-3.0
8,2003,10,215.2,0.04,0.02,0.03,0.06,-3.000,0.059,4.78,0.48,0.593,0.11,0.0040,-3.0
8,2003,11,168.0,0.05,0.04,0.03,0.35,-3.000,0.128,4.45,1.26,1.007,0.65,0.0010,-3.0
8,2003,12,241.9,0.03,0.02,0.01,0.12,-3.000,0.035,4.79,0.55,0.597,0.23,0.0010,-3.0
8,2004,1,41.3,0.07,0.01,0.02,0.07,-3.000,0.226,4.32,1.59,2.168,0.14,0.0040,-3.0
8,2004,2,45.3,0.30,0.04,0.03,0.14,-3.000,0.182,4.54,1.46,1.844,0.21,0.0050,-3.0
8,2004,3,83.3,0.14,0.03,0.03,0.15,-3.000,0.533,4.14,2.65,3.386,0.26,0.0040,-3.0
8,2004,4,122.6,0.14,0.03,0.03,0.04,-3.000,0.265,4.65,1.23,0.964,0.10,0.0030,-3.0
8,2004,5,148.4,0.07,0.02,0.09,0.04,-3.000,0.254,4.51,1.30,1.117,0.08,0.0270,-3.0
8,2004,6,81.9,0.11,0.02,0.08,0.04,-3.000,0.293,4.34,2.22,1.322,0.09,0.0070,-3.0
8,2004,7,149.7,0.03,0.01,0.02,0.03,-3.000,0.183,4.37,1.65,1.096,0.07,0.0020,-3.0
8,2004,8,179.4,0.05,0.01,0.03,0.05,-3.000,0.152,4.44,1.86,0.784,0.09,0.0060,-3.0
8,2004,9,93.7,0.03,0.02,0.02,0.10,-3.000,0.063,4.63,0.72,0.646,0.18,0.0050,-3.0
8,2004,10,56.9,0.08,0.03,0.30,0.03,-3.000,0.092,4.51,1.06,0.663,0.06,0.0110,-3.0
8,2004,11,159.1,0.03,0.02,0.03,0.09,-3.000,0.086,4.62,0.88,0.757,0.16,0.0020,-3.0
8,2004,12,163.1,0.02,0.02,0.02,0.13,-3.000,0.084,4.62,0.79,1.035,0.25,0.0010,-3.0
8,2005,1,78.3,0.03,0.01,0.02,0.12,-3.000,0.092,4.55,0.76,1.325,0.20,0.0010,-3.0
8,2005,2,103.6,0.02,0.01,0.02,0.06,-3.000,0.071,4.55,0.90,1.081,0.09,0.0010,-3.0
8,2005,3,94.1,0.06,0.01,0.01,0.08,-3.000,0.097,4.75,0.66,0.948,0.14,0.0010,-3.0
8,2005,4,205.7,0.06,0.03,0.02,0.18,-3.000,0.171,4.59,1.25,0.805,0.34,0.0010,-3.0
8,2005,5,81.9,0.10,0.02,0.06,0.05,-3.000,0.308,4.51,1.49,1.367,0.10,0.0010,-3.0
8,2005,6,188.8,0.05,0.01,0.04,0.01,-3.000,0.242,4.58,1.61,0.870,0.03,0.0010,-3.0
8,2005,7,105.6,0.05,0.01,0.05,0.01,-3.000,0.299,4.45,2.19,0.816,0.05,0.0010,-3.0
8,2005,8,231.0,0.03,0.01,0.03,0.06,-3.000,0.136,4.66,1.17,0.552,0.12,0.0010,-3.0
8,2005,9,84.2,0.06,0.02,0.03,0.10,-3.000,0.183,4.51,1.54,0.891,0.19,0.0010,-3.0
8,2005,10,337.5,0.03,0.01,0.05,0.02,-3.000,0.039,5.29,0.12,0.048,0.05,0.0010,-3.0
8,2005,11,162.7,0.05,0.02,0.01,0.12,-3.000,0.114,4.53,1.06,1.044,0.22,0.0010,-3.0
8,2005,12,107.1,0.02,0.01,0.01,0.09,-3.000,0.031,4.67,0.70,0.999,0.18,0.0010,-3.0
8,2006,1,166.1,0.07,0.03,0.02,0.20,-3.000,0.087,4.63,0.87,1.011,0.37,0.0010,-3.0
8,2006,2,73.2,0.16,0.02,0.01,0.15,-3.000,0.164,4.48,1.04,1.803,0.26,0.0010,-3.0
8,2006,3,52.0,0.21,0.04,0.04,0.21,-3.000,0.609,4.19,3.24,3.087,0.40,0.0700,-3.0
8,2006,4,81.5,0.16,0.04,0.03,0.11,-3.000,0.254,4.52,1.59,1.151,0.20,0.0280,-3.0
8,2006,5,280.8,0.10,0.02,0.11,0.08,-3.000,0.101,5.13,0.51,0.292,0.18,0.0010,-3.0
8,2006,6,188.1,0.09,0.02,0.06,0.05,-3.000,0.116,4.71,1.10,0.714,0.11,0.0010,-3.0
8,2006,7,130.1,0.03,0.01,0.04,0.01,-3.000,0.044,4.68,1.88,0.236,0.03,0.0010,-3.0
8,2006,8,78.6,0.10,0.01,0.04,0.03,-3.000,0.155,4.40,1.51,0.716,0.06,0.0010,-3.0
8,2006,9,76.0,0.07,0.02,0.08,0.13,-3.000,0.151,4.55,1.48,0.856,0.26,0.0010,-3.0
8,2006,10,296.1,0.01,0.01,0.05,0.03,-3.000,0.041,4.82,0.56,0.426,0.07,0.0010,-3.0
8,2006,11,146.4,0.02,0.02,0.04,0.11,-3.000,0.031,4.91,0.57,0.355,0.21,0.0010,-3.0
8,2006,12,130.1,0.04,0.01,0.04,0.06,-3.000,0.105,4.54,0.91,1.179,0.12,0.0010,-3.0
8,2007,1,90.5,0.03,0.01,0.02,0.03,-3.000,0.061,4.69,0.62,0.885,0.06,0.0010,-3.0
8,2007,2,74.6,0.04,0.01,0.02,0.10,-3.000,0.055,4.77,0.33,0.980,0.21,0.0010,-3.0
8,2007,3,101.0,0.10,0.01,0.02,0.08,-3.000,0.143,4.67,1.01,0.991,0.12,0.0010,-3.0
8,2007,4,192.4,0.06,0.01,0.01,0.03,-3.000,0.134,4.77,0.77,0.645,0.06,0.0010,-3.0
8,2007,5,73.2,0.15,0.03,0.09,0.03,-3.000,0.350,4.63,1.76,0.873,0.08,0.0080,-3.0
8,2007,6,87.2,0.14,0.03,0.08,0.04,-3.000,0.420,4.56,1.93,1.146,0.10,0.0010,-3.0
8,2007,7,157.0,0.07,0.01,0.03,0.01,-3.000,0.299,4.60,1.55,0.828,0.04,0.0010,-3.0
8,2007,8,97.7,0.10,0.02,0.04,0.03,-3.000,0.412,4.24,3.08,1.198,0.09,0.0010,-3.0
8,2007,9,107.0,0.05,0.01,0.03,0.03,-3.000,0.220,4.52,1.55,0.759,0.06,0.0010,-3.0
8,2007,10,181.1,0.04,0.01,0.07,0.06,-3.000,0.084,4.74,0.89,0.552,0.11,0.0010,-3.0
8,2007,11,133.1,0.07,0.02,0.02,0.08,-3.000,0.378,4.34,1.95,1.658,0.17,0.0010,-3.0
8,2007,12,168.3,0.02,0.02,0.01,0.13,-3.000,0.060,4.70,0.60,0.811,0.23,0.0010,-3.0
8,2008,1,85.7,0.06,0.01,0.01,0.11,-3.000,0.106,4.59,0.76,1.158,0.19,0.0010,-3.0
8,2008,2,208.8,0.05,0.01,0.01,0.05,-3.000,0.106,4.60,0.81,0.977,0.11,0.0010,-3.0
8,2008,3,167.1,0.07,0.02,0.01,0.08,-3.000,0.138,4.67,0.78,0.985,0.11,0.0010,-3.0
8,2008,4,125.3,0.15,0.02,0.02,0.05,-3.000,0.250,4.52,1.48,1.019,0.09,0.0010,-3.0
8,2008,5,41.4,0.27,0.06,0.17,0.05,-3.000,0.356,4.59,2.15,1.439,0.11,0.0040,-3.0
8,2008,6,148.7,0.09,0.02,0.08,0.03,-3.000,0.332,4.45,2.14,1.297,0.08,0.0010,-3.0
8,2008,7,165.1,0.05,0.01,0.03,0.05,-3.000,0.158,4.52,1.54,0.628,0.11,0.0010,-3.0
8,2008,8,244.4,0.02,0.01,0.01,0.01,-3.000,0.055,4.72,0.74,0.519,0.02,0.0010,-3.0
8,2008,9,166.6,0.02,0.01,0.02,0.02,-3.000,0.080,4.80,0.67,0.347,0.06,0.0010,-3.0
8,2008,10,160.6,0.03,0.03,0.02,0.15,-3.000,0.128,4.66,0.99,0.702,0.31,0.0010,-3.0
8,2008,11,173.8,0.02,0.01,0.01,0.03,-3.000,0.078,4.77,0.56,0.586,0.07,0.0010,-3.0
8,2008,12,162.8,0.02,0.01,0.01,0.05,-3.000,0.051,4.90,0.37,0.537,0.09,0.0010,-3.0
8,2009,1,91.4,0.02,0.01,0.01,0.05,-3.000,0.040,4.79,0.28,0.804,0.07,0.0010,-3.0
8,2009,2,103.9,0.09,0.02,0.02,0.14,-3.000,0.227,4.58,1.06,1.345,0.24,0.0010,-3.0
8,2009,3,88.7,0.11,0.02,0.02,0.10,-3.000,0.201,4.63,1.12,1.017,0.17,0.0010,-3.0
8,2009,4,97.6,0.05,0.02,0.02,0.09,-3.000,0.159,4.61,0.97,1.009,0.16,0.0010,-3.0
8,2009,5,159.6,0.07,0.02,0.09,0.05,-3.000,0.056,4.96,0.64,0.371,0.10,0.0010,-3.0
8,2009,6,168.3,0.03,0.01,0.03,0.03,-3.000,0.043,4.97,0.43,0.317,0.08,0.0010,-3.0
8,2009,7,241.4,0.03,0.01,0.01,0.01,-3.000,0.097,4.75,0.88,0.603,0.04,0.0010,-3.0
8,2009,8,142.9,0.03,0.01,0.01,0.02,-3.000,0.081,4.72,0.84,0.561,0.05,0.0010,-3.0
8,2009,9,71.8,0.06,0.02,0.03,0.11,-3.000,0.108,4.87,1.15,0.484,0.23,0.0010,-3.0
8,2009,10,188.0,0.05,0.01,0.03,0.03,-3.000,0.079,4.78,0.67,0.709,0.08,0.0010,-3.0
8,2009,11,118.1,0.02,0.03,0.05,0.16,-3.000,0.012,5.10,0.27,0.255,0.32,0.0010,-3.0
8,2009,12,144.9,0.05,0.01,0.03,0.06,-3.000,0.022,4.95,0.32,0.398,0.11,0.0010,-3.0
8,2010,1,89.3,0.02,0.02,0.02,0.14,-3.000,0.022,4.93,0.46,0.486,0.29,0.0010,-3.0
8,2010,2,73.3,0.04,0.05,0.03,0.30,-3.000,0.022,4.92,0.46,0.621,0.61,0.0010,-3.0
8,2010,3,121.7,0.06,0.02,0.02,0.11,-3.000,0.038,4.99,0.43,0.356,0.24,0.0010,-3.0
8,2010,4,97.0,0.32,0.05,0.07,0.08,-3.000,0.429,4.87,1.91,1.482,0.13,0.0020,-3.0
8,2010,5,63.1,0.15,0.02,0.08,0.02,-3.000,0.205,4.86,0.77,0.855,0.05,0.0010,-3.0
8,2010,6,192.5,0.04,0.01,0.05,0.01,-3.000,0.156,4.77,1.15,0.690,0.04,0.0010,-3.0
8,2010,7,165.7,0.04,0.01,0.02,0.01,-3.000,0.093,4.75,0.86,0.515,0.05,0.0010,-3.0
8,2010,8,84.1,0.06,0.01,0.01,0.04,-3.000,0.128,4.65,0.97,0.852,0.09,0.0010,-3.0
8,2010,9,174.0,0.13,0.04,0.13,0.19,-3.000,0.080,4.73,1.24,0.936,0.41,0.0010,-3.0
8,2010,10,161.8,0.11,0.02,0.12,0.07,-3.000,0.091,5.05,0.47,0.551,0.18,0.0010,-3.0
8,2010,11,100.8,0.05,0.01,0.01,0.07,-3.000,0.072,4.76,0.57,0.607,0.13,0.0010,-3.0
8,2010,12,162.0,0.02,0.02,0.01,0.12,-3.000,0.013,5.03,0.26,0.324,0.25,0.0010,-3.0
8,2011,1,73.8,0.02,0.01,0.01,0.05,-3.000,0.026,4.85,0.20,0.784,0.09,0.0010,-3.0
8,2011,2,125.2,0.06,0.01,0.01,0.03,-3.000,0.043,4.84,0.35,0.691,0.06,0.0010,-3.0
8,2011,3,170.7,0.06,0.04,0.02,0.23,-3.000,0.055,4.99,0.48,0.467,0.45,0.0010,-3.0
8,2011,4,205.6,0.17,0.02,0.03,0.08,-3.000,0.199,4.88,0.89,0.701,0.17,0.0010,-3.0
8,2011,5,138.4,0.06,0.03,0.11,0.10,-3.000,0.055,4.78,0.72,0.625,0.22,0.0010,-3.0
8,2011,6,123.6,0.10,0.02,0.06,0.02,-3.000,0.103,4.82,0.72,0.797,0.06,0.0010,-3.0
8,2011,7,67.5,0.12,0.02,0.03,0.02,-3.000,0.207,4.64,1.13,1.140,0.08,0.0010,-3.0
8,2011,8,368.6,0.01,0.01,0.01,0.03,-3.000,0.044,4.99,0.37,0.214,0.09,0.0010,-3.0
8,2011,9,211.0,0.04,0.01,0.02,0.01,-3.000,0.085,4.84,0.49,0.280,0.05,0.0010,-3.0
8,2011,10,167.9,0.04,0.01,0.02,0.03,-3.000,0.029,5.05,0.29,0.262,0.06,0.0010,-3.0
8,2011,11,100.2,0.03,0.02,0.04,0.10,-3.000,0.022,5.11,0.26,0.331,0.20,0.0010,-3.0
8,2011,12,118.6,0.03,0.01,0.06,0.06,-3.000,0.091,4.71,0.56,0.966,0.10,0.0010,-3.0
8,2012,1,128.6,0.06,0.02,0.03,0.13,-3.000,0.079,4.82,0.50,0.869,0.22,0.0010,-3.0
8,2012,2,33.7,0.17,0.03,0.16,0.09,-3.000,0.204,4.84,0.98,1.421,0.13,0.0010,-3.0
8,2012,3,74.9,0.30,0.05,0.04,0.13,-3.000,0.262,4.91,1.16,1.454,0.16,0.0010,-3.0
8,2012,4,94.6,0.11,0.02,0.03,0.05,-3.000,0.143,4.81,0.57,0.693,0.14,0.0010,-3.0
8,2012,5,232.1,0.05,0.01,0.04,0.03,-3.000,0.093,4.94,0.50,0.651,0.08,0.0010,-3.0
8,2012,6,217.7,0.04,0.01,0.04,0.01,-3.000,0.025,5.20,0.27,0.219,0.03,0.0010,-3.0
8,2012,7,103.4,0.13,0.02,0.03,0.01,-3.000,0.150,5.10,0.58,0.685,0.04,0.0010,-3.0
8,2012,8,193.8,0.06,0.01,0.01,0.02,-3.000,0.095,4.90,0.63,0.661,0.04,0.0010,-3.0
8,2012,9,162.6,0.04,0.02,0.03,0.09,-3.000,0.015,5.03,0.48,0.304,0.17,0.0010,-3.0
8,2012,10,176.9,0.06,0.06,0.06,0.42,-3.000,0.015,5.09,0.42,0.331,0.75,0.0010,-3.0
8,2012,11,23.2,0.08,0.03,0.02,0.15,-3.000,0.072,4.89,0.62,0.711,0.27,0.0010,-3.0
8,2012,12,169.6,0.04,0.01,0.01,0.04,-3.000,0.075,4.92,0.41,0.653,0.08,0.0010,-3.0
8,2013,1,85.3,0.07,0.01,0.01,0.06,-3.000,0.101,4.79,0.51,1.209,0.13,-3.0000,-3.0
8,2013,2,83.5,0.06,0.02,0.01,0.17,-3.000,0.057,4.81,0.37,1.026,0.28,-3.0000,-3.0
8,2013,3,91.6,0.09,0.03,0.01,0.18,-3.000,0.081,4.99,0.45,0.670,0.30,-3.0000,-3.0
8,2013,4,75.7,0.16,0.03,0.05,0.12,-3.000,0.408,4.83,1.17,1.420,0.18,-3.0000,-3.0
8,2013,5,128.2,0.10,0.04,0.14,0.18,-3.000,0.161,5.14,0.58,0.731,0.23,-3.0000,-3.0
8,2013,6,178.5,0.08,0.02,0.12,0.28,-3.000,0.122,4.91,0.55,0.742,0.13,-3.0000,-3.0
8,2013,7,209.9,0.05,0.03,0.12,0.31,-3.000,0.094,4.93,0.45,0.619,0.14,-3.0000,-3.0
